sector,bank,year,nii,roa,dep_ratio,prov_npa,total_staff,inflation,roa_risk,nii_opinc,loanratio,equityratio,log_ta,tagr,gdp_grth,gfce,roa_risk_5yr,govt_exp,repo,hhi_nii,diverse
Foreign,DBS BANK INDIA LTD.,2016,280.01,0.02,53.43,410.7,1095,4.91,0.0197,15.827,40.2621,10.0752,10.6884,19.94,8.2563,10.3085,0.0079,12.8,6.75,0.6312,-14230.05
Foreign,DBS BANK INDIA LTD.,2017,622.67,0.03,60.6,435.55,1091,4.95,0.0296,26.2112,49.0283,10.3644,10.7042,1.58,6.7954,10.7672,0.0118,12.53,6.25,0.3293,-12462.06
Foreign,DBS BANK INDIA LTD.,2018,296.64,-1.16,62.37,551.92,1188,3.33,-1.144,16.1815,38.1341,9.7711,10.7548,5.06,6.533,10.7885,-0.458,12.2,6.0,0.5695,-18641.65
Foreign,DBS BANK INDIA LTD.,2019,89.57,0.04,58.4,1.42,1559,3.95,0.0394,40.2038,31.2635,10.2286,10.9668,6.62,4.0416,11.228,0.0158,13.21,6.5,0.3793,-17585.89
Foreign,DBS BANK INDIA LTD.,2020,274.33,0.2,56.71,48.35,1824,3.72,0.1972,12.0407,30.4317,9.6008,11.0487,8.19,-7.9646,12.6008,0.079,17.6,5.25,1.7871,-20447.12
Foreign,DEUTSCHE BANK AG,2005,408.09,0.72,33.11,-14.42,380,3.77,1.1407,77.9497,23.64,11.4619,9.2824,11.45,7.9234,10.3661,0.337,13.69,6.0,0.5154,-11629.39
Foreign,DEUTSCHE BANK AG,2006,555.24,1.04,36.35,0.02,678,4.25,1.6477,80.1397,21.4251,10.8821,9.3968,11.45,8.0607,9.8025,0.4867,13.58,6.5,0.4464,-14014.73
Foreign,DEUTSCHE BANK AG,2007,653.66,1.23,39.39,14.46,2250,5.8,1.9487,74.1969,27.9144,10.9503,9.7822,38.53,7.6608,9.8621,0.5757,14.29,7.0,0.4026,-17670.0
Foreign,DEUTSCHE BANK AG,2008,1017.6,1.56,55.66,28.9,3500,6.37,2.4715,72.246,36.2567,17.3665,10.1151,33.29,3.0867,10.5385,0.7301,15.7,7.0,0.3139,-15748.72
Foreign,DEUTSCHE BANK AG,2009,1019.69,1.75,56.69,125.97,1599,8.35,2.7725,58.3998,35.2542,19.0756,10.1248,0.97,7.8619,11.4597,0.819,15.82,5.0,0.3415,-15020.48
Foreign,DEUTSCHE BANK AG,2010,817.05,1.73,51.86,-61.6,1498,10.88,2.7408,56.7581,45.614,17.4538,10.2517,1.1,8.4976,11.0076,0.8097,15.38,4.25,0.4949,-15250.08
Foreign,DEUTSCHE BANK AG,2011,980.46,1.95,51.07,-13.05,1453,11.99,3.0894,56.4398,49.8391,19.4384,10.264,1.23,5.2413,11.0845,1.1756,14.93,6.5,0.7351,-14898.3
Foreign,DEUTSCHE BANK AG,2012,752.96,2.58,58.84,-5.4,1351,8.86,4.0875,35.9247,43.8379,22.3514,10.2621,-0.19,5.4564,10.6839,1.5554,14.18,8.5,0.6832,-14381.69
Foreign,DEUTSCHE BANK AG,2013,936.38,2.98,51.35,2.25,1675,9.31,4.7212,37.0305,55.2552,19.4883,10.6089,34.68,6.3861,10.2952,1.7965,13.88,7.9,0.4114,-12797.38
Foreign,DEUTSCHE BANK AG,2014,487.83,1.54,45.26,16.17,1730,11.06,2.4398,17.6393,50.2892,15.6451,10.9629,35.41,7.4102,10.4409,0.9284,13.34,7.75,1.0983,-16757.66
Foreign,DEUTSCHE BANK AG,2015,1376.34,2.55,62.72,-69.18,1776,6.65,4.04,30.984,58.6689,16.9364,11.0284,6.54,7.9962,10.4283,1.5373,13.0,8.0,0.3211,-10904.56
Foreign,DEUTSCHE BANK AG,2016,955.7,1.83,63.01,15.94,1807,4.91,2.8993,20.8422,62.3519,16.7475,11.1472,11.89,8.2563,10.3085,0.7226,12.8,6.75,0.4247,-12122.17
Foreign,DEUTSCHE BANK AG,2017,1121.76,1.39,51.1,578.43,1791,4.95,2.2022,23.6772,46.1316,15.3128,11.2394,9.22,6.7954,10.7672,0.5488,12.53,6.25,0.2881,-11701.42
Foreign,DEUTSCHE BANK AG,2018,975.1,1.14,60.39,51.32,1791,3.33,1.8061,24.1144,50.0452,15.1809,11.2699,3.05,6.533,10.7885,0.4501,12.2,6.0,0.4162,-14328.07
Foreign,DEUTSCHE BANK AG,2019,1214.79,1.27,52.25,11.39,1670,3.95,2.0121,24.156,45.4137,15.0145,11.5739,30.4,4.0416,11.228,0.5015,13.21,6.5,0.3898,-13322.35
Foreign,DEUTSCHE BANK AG,2020,731.88,0.95,49.41,112.17,1698,3.72,1.5051,13.5781,42.1198,14.0127,11.7056,13.16,-7.9646,12.6008,0.3751,17.6,5.25,0.5601,-15423.4
Foreign,DOHA BANK Q.P.S.C,2015,9.18,0.73,0.04,7.04,13,6.65,0.5204,64.1062,47.3411,99.0173,5.7311,85.54,7.9962,10.4283,0.4401,13.0,8.0,0.2786,-51032.88
Foreign,DOHA BANK Q.P.S.C,2016,9.18,2.64,41.73,7.04,50,4.91,1.8822,64.1062,47.3411,43.7728,6.5866,85.54,8.2563,10.3085,1.0424,12.8,6.75,0.2786,-51032.88
Foreign,DOHA BANK Q.P.S.C,2017,5.45,-1.0,70.98,7.04,64,4.95,-0.7129,10.8092,35.9823,26.6696,7.0516,46.5,6.7954,10.7672,-0.3949,12.53,6.25,0.3784,-25720.92
Foreign,DOHA BANK Q.P.S.C,2018,11.43,-1.11,64.77,1.85,68,3.33,-0.7914,35.3105,56.8613,25.8876,7.0434,-0.82,6.533,10.7885,-0.4383,12.2,6.0,0.4483,-35866.89
Foreign,DOHA BANK Q.P.S.C,2019,33.85,1.09,63.89,1.85,63,3.95,0.7771,48.0346,63.7239,20.9619,7.3185,27.51,4.0416,11.228,0.4304,13.21,6.5,0.3994,-15492.02
Foreign,DOHA BANK Q.P.S.C,2020,19.56,0.32,78.79,1.85,78,3.72,0.2281,27.3414,58.3039,19.1565,7.4233,27.51,-7.9646,12.6008,0.1264,17.6,5.25,0.3951,-18776.2
Foreign,EMIRATES NBD BANK (P.J.S.C.),2018,0.56,-2.21,8.64,0.0,42,3.33,-1.3407,-4.5271,54.7071,60.2547,6.9632,-46.01,6.533,10.7885,-0.8726,12.2,6.0,1.7309,-48112.43
Foreign,EMIRATES NBD BANK (P.J.S.C.),2019,7.73,0.43,29.01,0.0,46,3.95,0.2609,18.0861,51.0943,38.8227,7.4618,49.86,4.0416,11.228,0.1698,13.21,6.5,0.4439,-48112.43
Foreign,EMIRATES NBD BANK (P.J.S.C.),2020,17.94,0.82,27.85,0.0,52,3.72,0.4975,19.2675,51.3305,48.8261,7.9654,50.36,-7.9646,12.6008,0.3238,17.6,5.25,0.478,-24471.71
Foreign,FIRST ABU DHABI BANK PJSC,2016,10.79,-1.98,0.0,0.0,26,4.91,-0.9966,-155.6999,0.0323,96.4403,5.3356,118.91,8.2563,10.3085,-0.7818,12.8,6.75,0.5225,-34270.33
Foreign,FIRST ABU DHABI BANK PJSC,2017,24.43,1.27,0.0,0.0,26,4.95,0.6392,267.5794,0.0323,98.765,6.5247,118.91,6.7954,10.7672,0.5015,12.53,6.25,0.5265,-33568.12
Foreign,FIRST ABU DHABI BANK PJSC,2018,23.67,1.77,0.0,0.0,22,3.33,0.8909,66.7513,2.428,94.7735,7.2526,72.8,6.533,10.7885,0.6989,12.2,6.0,0.4613,-32865.9
Foreign,FIRST ABU DHABI BANK PJSC,2019,68.91,3.3,5.95,0.0,39,3.95,1.661,52.3871,4.8236,67.1728,8.0423,78.96,4.0416,11.228,1.303,13.21,6.5,0.8689,-10612.99
Foreign,FIRST ABU DHABI BANK PJSC,2020,66.22,2.2,6.3,0.0,52,3.72,1.1073,22.2319,24.3488,36.842,8.6913,64.91,-7.9646,12.6008,0.8687,17.6,5.25,0.5481,-11301.97
Foreign,FIRSTRAND BANK LTD,2010,11.94,-21.45,1.66,115.2,35,10.88,-3.3638,-32.9198,6.5666,41.5826,5.7189,89.32,8.4976,11.0076,-10.0389,15.38,4.25,0.8833,-1325.37
Foreign,FIRSTRAND BANK LTD,2011,23.43,-1.37,3.42,115.2,45,11.99,-0.2148,346.5976,19.003,41.5826,6.6121,89.32,5.2413,11.0845,-0.8259,14.93,6.5,0.6464,-4435.62
Foreign,FIRSTRAND BANK LTD,2012,22.29,-0.03,4.2,115.2,77,8.86,-0.0047,94.3692,27.6973,41.5826,6.7712,15.91,5.4564,10.6839,-0.0181,14.18,8.5,0.5322,-7545.86
Foreign,FIRSTRAND BANK LTD,2013,29.18,-6.09,6.24,22.0,88,9.31,-0.955,-649.8887,22.6938,26.5358,7.0413,27.01,6.3861,10.2952,-3.6714,13.88,7.9,0.7247,-10656.11
Foreign,FIRSTRAND BANK LTD,2014,30.47,-6.57,10.97,12.16,118,11.06,-1.0303,-190.5566,14.7306,26.41,7.2083,16.7,7.4102,10.4409,-3.9608,13.34,7.75,0.5492,-13766.36
Foreign,FIRSTRAND BANK LTD,2015,26.2,-4.43,19.5,7.06,142,6.65,-0.6947,-1871.429,15.9899,23.2748,7.4535,24.52,7.9962,10.4283,-2.6707,13.0,8.0,0.9656,-16876.6
Foreign,FIRSTRAND BANK LTD,2016,42.29,-4.3,31.92,27.34,130,4.91,-0.6743,122.0139,23.3871,17.3531,7.5924,13.89,8.2563,10.3085,-1.6979,12.8,6.75,0.427,-19986.85
Foreign,FIRSTRAND BANK LTD,2017,52.45,-2.94,33.44,-9.99,63,4.95,-0.461,88.0624,16.5426,19.7272,7.297,-29.54,6.7954,10.7672,-1.1609,12.53,6.25,0.3747,-23097.09
Foreign,FIRSTRAND BANK LTD,2018,43.86,1.67,30.75,-24.41,41,3.33,0.2619,66.3641,15.2517,22.2926,7.2558,-4.12,6.533,10.7885,0.6594,12.2,6.0,0.6919,-26207.34
Foreign,FIRSTRAND BANK LTD,2019,27.22,0.08,28.61,7.0,39,3.95,0.0125,36.5467,22.0112,17.2277,7.518,4.12,4.0416,11.228,0.0316,13.21,6.5,0.7349,-21494.24
Foreign,FIRSTRAND BANK LTD,2020,39.08,0.29,15.3,21.0,43,3.72,0.0455,37.3293,20.1769,15.4826,7.6416,12.36,-7.9646,12.6008,0.1145,17.6,5.25,0.4356,-14930.5
Foreign,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,2005,661.07,1.27,60.98,1654.21,3784,3.77,4.5622,41.5919,45.2355,12.822,10.2364,29.5,7.9234,10.3661,0.5944,13.69,6.0,0.4917,-12205.16
Foreign,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,2006,928.26,1.58,66.59,1654.21,4985,4.25,5.6758,44.0989,44.865,11.118,10.5314,29.5,8.0607,9.8025,0.7395,13.58,6.5,0.6266,-12886.39
Foreign,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,2007,1212.34,1.82,63.4,1654.21,6564,5.8,6.538,38.6615,42.1303,11.2135,10.9138,38.24,7.6608,9.8621,0.8518,14.29,7.0,0.6203,-14008.13
