sector,bank,year,nii,roa,dep_ratio,prov_npa,total_staff,inflation,roa_risk,nii_opinc,loanratio,equityratio,log_ta,tagr,gdp_grth,gfce,roa_risk_5yr,govt_exp,repo,hhi_nii,diverse
Private,DHANLAXMI BANK,2005,14.71,-0.83,88.44,10.47,1313,3.77,-0.9009,10.6974,53.3247,4.3151,7.8802,7.44,7.9234,10.3661,-0.3885,13.69,6.0,1.1021,-19641.42
Private,DHANLAXMI BANK,2006,21.91,0.33,88.9,0.71,1385,4.25,0.3582,14.6076,55.9665,4.7179,7.9546,7.44,8.0607,9.8025,0.1544,13.58,6.5,0.801,-19794.46
Private,DHANLAXMI BANK,2007,27.67,0.47,89.56,-3.8,1385,5.8,0.5102,14.6861,53.2798,4.2741,8.1455,19.09,7.6608,9.8621,0.22,14.29,7.0,0.758,-17610.5
Private,DHANLAXMI BANK,2008,42.03,0.76,89.47,-0.32,1411,6.37,0.825,16.2907,52.121,4.2705,8.3023,15.67,3.0867,10.5385,0.3557,15.7,7.0,0.4341,-14933.54
Private,DHANLAXMI BANK,2009,79.36,1.21,88.06,3.06,1402,8.35,1.3134,21.1796,56.6394,7.5225,8.6381,33.59,7.8619,11.4597,0.5663,15.82,5.0,0.5595,-12328.4
Private,DHANLAXMI BANK,2010,90.99,0.35,87.78,2.43,3275,10.88,0.3799,21.0284,61.9059,5.4419,8.998,45.18,8.4976,11.0076,0.1638,15.38,4.25,0.5261,-15704.04
Private,DHANLAXMI BANK,2011,146.77,0.23,87.82,6.33,3665,11.99,0.2497,20.7092,63.5342,5.9198,9.5658,56.78,5.2413,11.0845,0.1387,14.93,6.5,0.7026,-16785.09
Private,DHANLAXMI BANK,2012,143.64,-0.73,80.43,8.21,3468,8.86,-0.7924,13.7017,59.674,4.962,9.594,2.82,5.4564,10.6839,-0.4401,14.18,8.5,0.6368,-17859.45
Private,DHANLAXMI BANK,2013,114.3,0.02,81.0,73.95,2601,9.31,0.0217,10.5542,56.2349,5.5388,9.5346,-5.94,6.3861,10.2952,0.0121,13.88,7.9,0.4578,-14697.68
Private,DHANLAXMI BANK,2014,73.43,-1.84,82.61,138.08,2430,11.06,-1.9973,7.2139,54.0317,5.0132,9.5948,6.02,7.4102,10.4409,-1.1093,13.34,7.75,0.5449,-16160.82
Private,DHANLAXMI BANK,2015,84.95,-1.77,86.27,312.61,2279,6.65,-1.9213,8.4081,53.441,5.0436,9.5716,-2.31,7.9962,10.4283,-1.0671,13.0,8.0,0.4494,-16210.21
Private,DHANLAXMI BANK,2016,76.73,-1.61,91.1,99.3,2185,4.91,-1.7476,8.5246,55.7867,4.0757,9.4305,-14.11,8.2563,10.3085,-0.6357,12.8,6.75,0.6128,-17972.21
Private,DHANLAXMI BANK,2017,111.02,0.1,91.57,83.07,2185,4.95,0.1085,13.0377,52.2686,5.3067,9.42,-1.05,6.7954,10.7672,0.0395,12.53,6.25,0.4579,-16525.98
Private,DHANLAXMI BANK,2018,102.47,-0.2,88.88,133.76,2185,3.33,-0.2171,12.5931,49.7335,6.0999,9.4163,-0.38,6.533,10.7885,-0.079,12.2,6.0,0.6478,-15665.9
Private,DHANLAXMI BANK,2019,52.73,0.1,89.87,74.69,2185,3.95,0.1085,7.3273,53.304,6.4509,9.3758,-4.05,4.0416,11.228,0.0395,13.21,6.5,2.7278,-18276.79
Private,DHANLAXMI BANK,2020,112.85,0.55,88.9,58.54,2185,3.72,0.597,14.5354,52.9642,6.742,9.4145,3.88,-7.9646,12.6008,0.2172,17.6,5.25,0.5524,-16391.25
Private,FEDERAL BANK,2005,211.97,0.62,90.32,135.77,6474,3.77,2.058,19.4621,52.45,4.3003,9.7304,20.47,7.9234,10.3661,0.2902,13.69,6.0,0.2984,-12336.31
Private,FEDERAL BANK,2006,216.95,1.28,86.61,95.58,6015,4.25,4.2488,16.832,56.8547,6.0553,9.9351,20.47,8.0607,9.8025,0.5991,13.58,6.5,0.3869,-12704.11
Private,FEDERAL BANK,2007,302.59,1.38,86.03,89.29,6029,5.8,4.5807,17.821,59.3828,5.9873,10.1302,19.51,7.6608,9.8621,0.6459,14.29,7.0,0.3236,-11573.12
Private,FEDERAL BANK,2008,394.72,1.34,79.72,192.05,6945,6.37,4.4479,16.1668,58.1566,12.0767,10.3892,25.9,3.0867,10.5385,0.6271,15.7,7.0,0.3411,-10874.88
Private,FEDERAL BANK,2009,515.78,1.48,82.88,346.5,7570,8.35,4.9126,15.8229,57.6355,11.1346,10.5675,17.83,7.8619,11.4597,0.6927,15.82,5.0,0.3687,-10593.91
Private,FEDERAL BANK,2010,530.91,1.15,82.56,413.11,7896,10.88,3.8173,15.0517,61.7052,10.7393,10.6846,11.71,8.4976,11.0076,0.5382,15.38,4.25,0.3518,-11070.47
Private,FEDERAL BANK,2011,516.81,1.34,83.59,488.85,8270,11.99,4.4479,13.8455,62.0977,9.9281,10.8485,16.39,5.2413,11.0845,0.8078,14.93,6.5,0.3543,-11974.87
Private,FEDERAL BANK,2012,532.34,1.41,80.72,221.77,8745,8.86,4.6803,10.4146,62.2761,9.4122,11.0125,16.4,5.4564,10.6839,0.85,14.18,8.5,0.3181,-11932.66
Private,FEDERAL BANK,2013,664.44,1.35,81.11,193.95,10059,9.31,4.4811,11.7653,62.0792,8.9602,11.1709,15.84,6.3861,10.2952,0.8139,13.88,7.9,0.333,-12064.12
Private,FEDERAL BANK,2014,693.85,1.2,80.08,228.22,10467,11.06,3.9832,11.195,58.2299,9.3179,11.2198,4.89,7.4102,10.4409,0.7234,13.34,7.75,0.3271,-12684.51
Private,FEDERAL BANK,2015,878.31,1.32,85.49,217.2,10981,6.65,4.3815,13.1743,61.9006,9.3399,11.3248,10.5,7.9962,10.4283,0.7958,13.0,8.0,0.3108,-12557.84
Private,FEDERAL BANK,2016,808.19,0.57,83.71,618.74,11735,4.91,1.892,12.1273,61.4182,8.5548,11.4572,13.24,8.2563,10.3085,0.2251,12.8,6.75,0.3668,-13663.6
Private,FEDERAL BANK,2017,1081.81,0.84,84.94,410.47,11593,4.95,2.7883,14.3293,63.7835,7.7775,11.6525,15.86,6.7954,10.7672,0.3317,12.53,6.25,0.383,-13414.92
Private,FEDERAL BANK,2018,1159.12,0.75,80.97,758.19,11409,3.33,2.4895,13.6994,66.4846,8.8279,11.8373,18.48,6.533,10.7885,0.2961,12.2,6.0,0.3754,-13473.23
Private,FEDERAL BANK,2019,1351.02,0.88,84.7,650.83,12227,3.95,2.921,13.5024,69.1747,8.33,11.9788,15.51,4.0416,11.228,0.3475,13.21,6.5,0.4132,-13205.65
Private,FEDERAL BANK,2020,1931.41,0.94,84.31,1015.84,12496,3.72,3.1202,16.4144,67.6867,8.0369,12.1042,12.54,-7.9646,12.6008,0.3712,17.6,5.25,0.3789,-12873.83
Private,HDFC BANK,2005,651.34,1.47,70.69,176.22,9030,3.77,5.3065,24.4917,49.7118,8.7894,10.848,35.72,7.9234,10.3661,0.688,13.69,6.0,0.8987,-14129.55
Private,HDFC BANK,2006,1123.98,1.38,75.91,384.85,14878,4.25,4.9816,28.7593,47.6982,7.2097,11.2051,35.72,8.0607,9.8025,0.6459,13.58,6.5,0.8806,-13938.79
Private,HDFC BANK,2007,1516.23,1.33,74.86,691.15,21477,5.8,4.8011,26.3997,51.4544,7.0511,11.4212,21.61,7.6608,9.8621,0.6225,14.29,7.0,0.7493,-14093.97
Private,HDFC BANK,2008,2283.14,1.32,75.67,1026.37,37386,6.37,4.765,26.387,47.6262,8.6331,11.7994,37.82,3.0867,10.5385,0.6178,15.7,7.0,0.586,-14361.43
Private,HDFC BANK,2009,3290.6,1.28,77.92,1605.8,52687,8.35,4.6206,23.354,53.9546,7.9946,12.1187,31.93,7.8619,11.4597,0.5991,15.82,5.0,0.6085,-13980.32
Private,HDFC BANK,2010,3983.11,1.53,75.25,1938.93,51888,10.88,5.5231,28.0184,56.5636,9.6748,12.3125,19.38,8.4976,11.0076,0.7161,15.38,4.25,0.6006,-13726.27
Private,HDFC BANK,2011,4335.15,1.58,75.21,763.02,55752,11.99,5.7036,25.3363,57.682,9.1505,12.533,22.05,5.2413,11.0845,0.9525,14.93,6.5,0.7348,-14205.74
Private,HDFC BANK,2012,5783.63,1.77,73.01,1185.18,66076,8.86,6.3895,23.7227,57.8321,8.8558,12.7305,19.75,5.4564,10.6839,1.0671,14.18,8.5,0.6091,-13633.42
Private,HDFC BANK,2013,6852.62,1.9,74.0,1234.21,69401,9.31,6.8587,22.3348,59.8805,9.046,12.9,16.95,6.3861,10.2952,1.1454,13.88,7.9,0.5963,-13559.39
Private,HDFC BANK,2014,7919.64,2.0,74.72,1632.58,68165,11.06,7.2197,21.3969,61.6356,8.8443,13.1054,20.54,7.4102,10.4409,1.2057,13.34,7.75,0.563,-12808.51
Private,HDFC BANK,2015,8996.35,2.02,76.34,1723.58,76286,6.65,7.2919,20.6914,61.8955,10.5011,13.2887,18.33,7.9962,10.4283,1.2178,13.0,8.0,0.5599,-12854.84
Private,HDFC BANK,2016,10751.7,1.89,73.76,2133.63,87555,4.91,6.8226,19.913,62.7155,9.8108,13.5155,22.68,8.2563,10.3085,0.7463,12.8,6.75,0.5479,-12835.51
Private,HDFC BANK,2017,12296.5,1.88,74.51,3145.3,84325,4.95,6.7865,19.8654,64.198,10.3564,13.6691,15.37,6.7954,10.7672,0.7423,12.53,6.25,0.5403,-12930.02
Private,HDFC BANK,2018,15220.3,1.93,74.14,4910.43,88253,3.33,6.967,20.9153,61.8772,9.9907,13.8775,20.83,6.533,10.7885,0.7621,12.2,6.0,0.5838,-12594.85
Private,HDFC BANK,2019,17625.9,1.9,74.18,6394.11,98061,3.95,6.8587,19.4807,65.8397,11.9889,14.0343,20.76,4.0416,11.228,0.7502,13.21,6.5,0.6305,-12344.08
Private,HDFC BANK,2020,23260.8,2.01,74.98,9083.32,116971,3.72,7.2558,21.663,64.9262,11.1718,14.2411,20.68,-7.9646,12.6008,0.7937,17.6,5.25,0.53,-11901.42
Private,ICICI BANK,2005,3416.14,1.59,59.54,2541.99,18029,3.77,4.0472,35.8579,54.5184,7.6942,12.0297,40.51,7.9234,10.3661,0.7441,13.69,6.0,0.385,-11040.67
Private,ICICI BANK,2006,4180.89,1.3,65.67,2541.99,25384,4.25,3.3091,31.002,58.1422,8.9725,12.4348,40.51,8.0607,9.8025,0.6084,13.58,6.5,0.6395,-12213.61
Private,ICICI BANK,2007,6927.87,1.09,66.88,2541.99,33321,5.8,2.7745,31.1604,56.829,7.1559,12.7503,31.56,7.6608,9.8621,0.5101,14.29,7.0,0.4376,-10757.64
Private,ICICI BANK,2008,8810.76,1.12,61.14,2541.99,40686,6.37,2.8509,28.0197,56.4329,11.711,12.8987,13.15,3.0867,10.5385,0.5242,15.7,7.0,0.4696,-10370.85
Private,ICICI BANK,2009,7603.73,0.98,57.57,3769.03,34596,8.35,2.4945,24.0235,57.5561,13.059,12.8461,-5.26,7.8619,11.4597,0.4587,15.82,5.0,0.6157,-10226.27
Private,ICICI BANK,2010,7477.65,1.13,55.59,4362.16,35256,10.88,2.8763,27.3658,49.864,14.2043,12.8033,-4.28,8.4976,11.0076,0.5289,15.38,4.25,0.4537,-9598.8
Private,ICICI BANK,2011,6647.89,1.35,55.54,1976.91,26929,11.99,3.4363,25.5642,53.2614,13.5614,12.9147,11.14,5.2413,11.0845,0.8139,14.93,6.5,0.717,-10628.97
Private,ICICI BANK,2012,7502.76,1.5,52.24,993.18,58276,8.86,3.8181,22.6021,51.8798,12.3511,13.1003,18.56,5.4564,10.6839,0.9043,14.18,8.5,0.5717,-10720.43
Private,ICICI BANK,2013,8345.7,1.7,54.51,1394.84,62065,9.31,4.3272,21.1775,54.0708,12.4267,13.1934,9.31,6.3861,10.2952,1.0249,13.88,7.9,0.4754,-10788.95
Private,ICICI BANK,2014,10427.9,1.78,55.82,2252.27,72226,11.06,4.5309,23.5407,56.9591,12.3122,13.2957,10.23,7.4102,10.4409,1.0731,13.34,7.75,0.4172,-10499.5
Private,ICICI BANK,2015,12176.1,1.86,55.96,3141.27,67857,6.65,4.7345,24.4641,59.9759,12.4479,13.3788,8.3,7.9962,10.4283,1.1213,13.0,8.0,0.3902,-10325.99
Private,ICICI BANK,2016,15323.0,1.49,58.47,7215.67,74096,4.91,3.7927,27.6695,60.395,12.4512,13.488,10.92,8.2563,10.3085,0.5883,12.8,6.75,0.3505,-9834.07
Private,ICICI BANK,2017,19504.5,1.35,63.49,14686.0,82841,4.95,3.4363,33.1114,60.1499,12.9505,13.5565,6.85,6.7954,10.7672,0.5331,12.53,6.25,0.3847,-9547.82
Private,ICICI BANK,2018,17419.6,0.87,63.81,14244.5,82724,3.33,2.2145,30.7324,58.2804,11.9609,13.6868,13.03,6.533,10.7885,0.3435,12.2,6.0,0.3999,-10347.27
Private,ICICI BANK,2019,14512.2,0.39,67.7,16811.2,86763,3.95,0.9927,24.258,60.8265,11.2362,13.7793,9.26,4.0416,11.228,0.154,13.21,6.5,0.5265,-11819.0
Private,ICICI BANK,2020,16448.6,0.81,70.19,8814.41,99319,3.72,2.0618,23.622,58.75,10.6071,13.9093,13.0,-7.9646,12.6008,0.3198,17.6,5.25,0.5337,-12095.76
Private,IDBI BANK LTD.,2019,3300.3,-4.68,70.99,22392.2,17116,3.95,-15.7584,16.3238,45.8313,11.7432,12.677,-8.9,4.0416,11.228,-1.8479,13.21,6.5,0.431,-12183.04
Private,IDBI BANK LTD.,2020,4470.33,-4.26,74.16,9483.03,17723,3.72,-14.3442,23.5785,43.2889,11.3436,12.6114,-6.56,-7.9646,12.6008,-1.6821,17.6,5.25,0.2983,-12620.03
Private,IDFC FIRST BANK LTD.,2016,403.2,1.1,9.88,-16.99,2404,4.91,0.806,11.3852,54.9167,16.3822,11.3292,-128.22,8.2563,10.3085,0.4343,12.8,6.75,0.7865,-10744.24
Private,IDFC FIRST BANK LTD.,2017,1013.12,1.04,35.85,-1062.3,3906,4.95,0.762,12.2522,44.0459,13.0868,11.6277,29.85,6.7954,10.7672,0.4106,12.53,6.25,0.4206,-10797.5
Private,IDFC FIRST BANK LTD.,2018,1117.89,0.72,38.1,-579.61,5814,3.33,0.5275,13.3157,41.2305,12.0586,11.7482,12.05,6.533,10.7885,0.2843,12.2,6.0,0.341,-11490.68
Private,IDFC FIRST BANK LTD.,2019,852.08,-1.2,42.16,-105.92,12256,3.95,-0.8792,12.3248,51.6209,10.8618,12.0269,0.34,4.0416,11.228,-0.4738,13.21,6.5,0.8039,-30018.78
Private,IDFC FIRST BANK LTD.,2020,1722.16,-1.79,43.64,441.58,20221,3.72,-1.3115,14.1523,57.3694,10.2832,11.913,-11.38,-7.9646,12.6008,-0.7068,17.6,5.25,0.7357,-17201.91
Private,INDUSIND BANK,2005,250.75,1.5,83.95,66.4,2077,3.77,2.4711,22.3858,57.6094,5.3082,9.6564,12.05,7.9234,10.3661,0.702,13.69,6.0,0.4468,-10756.36
Private,INDUSIND BANK,2006,188.83,0.22,85.15,90.29,2365,4.25,0.3624,17.8059,52.8327,4.9145,9.7769,12.05,8.0607,9.8025,0.103,13.58,6.5,0.8676,-12871.27
Private,INDUSIND BANK,2007,244.13,0.34,84.32,55.92,2613,5.8,0.5601,17.4325,52.9657,5.0499,9.9488,17.19,7.6608,9.8621,0.1591,14.29,7.0,0.8418,-11779.26
Private,INDUSIND BANK,2008,297.58,0.34,81.84,60.9,2869,6.37,0.5601,16.7552,55.0055,5.8022,10.0546,10.58,3.0867,10.5385,0.1591,15.7,7.0,0.3793,-11492.44
Private,INDUSIND BANK,2009,456.25,0.58,80.07,132.76,4251,8.35,0.9555,20.5639,57.1096,6.0272,10.2261,17.15,7.8619,11.4597,0.2714,15.82,5.0,0.3077,-11256.94
Private,INDUSIND BANK,2010,553.48,1.14,75.52,131.28,5383,10.88,1.878,21.9246,58.1025,6.7777,10.4736,24.75,8.4976,11.0076,0.5335,15.38,4.25,0.3181,-11977.97
Private,INDUSIND BANK,2011,713.66,1.46,75.3,161.24,7008,11.99,2.4052,21.6619,57.3358,8.8751,10.7284,25.48,5.2413,11.0845,0.8802,14.93,6.5,0.3174,-12338.07
Private,INDUSIND BANK,2012,1011.78,1.57,73.55,142.58,9370,8.86,2.5864,20.123,60.8791,8.2327,10.9612,23.28,5.4564,10.6839,0.9465,14.18,8.5,0.5413,-11764.79
Private,INDUSIND BANK,2013,1362.96,1.63,73.82,219.61,11502,9.31,2.6852,20.6828,60.4593,10.4087,11.2024,24.12,6.3861,10.2952,0.9827,13.88,7.9,0.5432,-11656.38
Private,INDUSIND BANK,2014,1890.53,1.81,69.52,313.67,15590,11.06,2.9817,23.754,63.3166,10.3911,11.374,17.16,7.4102,10.4409,1.0912,13.34,7.75,0.4703,-11317.66
Private,INDUSIND BANK,2015,2548.0,1.9,66.32,338.91,19121,6.65,3.13,27.1935,61.5349,9.5221,11.6244,25.04,7.9962,10.4283,1.1454,13.0,8.0,0.5234,-11437.73
Private,INDUSIND BANK,2016,3296.95,1.91,65.08,501.5,23060,4.91,3.1465,28.6776,61.8763,12.3837,11.8699,24.55,8.2563,10.3085,0.7542,12.8,6.75,0.525,-11484.68
Private,INDUSIND BANK,2017,4171.49,1.86,70.85,704.76,25314,4.95,3.0641,30.2411,63.2978,11.5568,12.0932,22.33,6.7954,10.7672,0.7344,12.53,6.25,0.5351,-11819.91
Private,INDUSIND BANK,2018,4750.1,1.9,68.42,900.9,25284,3.33,3.13,28.8946,65.4046,10.7576,12.3088,21.56,6.533,10.7885,0.7502,12.2,6.0,0.5565,-11883.65
Private,INDUSIND BANK,2019,5646.72,1.39,70.14,2719.01,27739,3.95,2.2898,26.2599,67.0916,9.6055,12.5347,15.78,4.0416,11.228,0.5488,13.21,6.5,0.579,-11405.98
Private,INDUSIND BANK,2020,6951.31,1.54,65.8,3635.29,30674,3.72,2.537,25.2804,67.3434,11.3029,12.6348,10.01,-7.9646,12.6008,0.6081,17.6,5.25,0.5008,-11595.39
Private,ING VYSYA BANK,2005,122.67,-0.25,81.67,53.39,4587,3.77,-0.5412,16.7319,59.001,5.4695,9.6415,8.56,7.9234,10.3661,-0.117,13.69,6.0,1.1386,-18534.44
Private,ING VYSYA BANK,2006,139.17,0.05,79.53,53.39,4878,4.25,0.1082,16.5124,61.023,6.0815,9.7271,8.56,8.0607,9.8025,0.0234,13.58,6.5,1.0373,-21308.4
Private,ING VYSYA BANK,2007,285.74,0.52,79.95,69.45,5162,5.8,1.1257,27.2562,62.0968,5.7206,9.8672,18.32,7.6608,9.8621,0.2434,14.29,7.0,0.3652,-15362.74
Private,ING VYSYA BANK,2008,418.57,0.74,80.1,36.0,5709,6.37,1.6019,28.101,57.3595,6.0128,10.148,28.08,3.0867,10.5385,0.3463,15.7,7.0,0.4267,-13516.46
Private,ING VYSYA BANK,2009,547.67,0.7,78.11,106.34,6086,8.35,1.5153,27.1784,52.5877,5.3443,10.3692,22.12,7.8619,11.4597,0.3276,15.82,5.0,0.4213,-13093.28
Private,ING VYSYA BANK,2010,620.22,0.8,76.34,229.63,6113,10.88,1.7318,30.3285,54.6253,6.8799,10.4306,6.14,8.4976,11.0076,0.3744,15.38,4.25,0.3811,-12840.67
Private,ING VYSYA BANK,2011,654.96,0.89,77.39,160.36,6909,11.99,1.9267,28.1946,60.4966,6.7265,10.5717,14.11,5.2413,11.0845,0.5365,14.93,6.5,0.4527,-14243.74
Private,ING VYSYA BANK,2012,669.76,1.09,74.91,80.74,9642,8.86,2.3596,19.6045,61.1305,8.4706,10.7576,18.59,5.4564,10.6839,0.6571,14.18,8.5,0.5426,-13128.02
Private,ING VYSYA BANK,2013,726.88,1.26,75.38,84.31,9381,9.31,2.7276,16.8429,57.9396,8.4375,10.9121,15.46,6.3861,10.2952,0.7596,13.88,7.9,0.4947,-12972.77
Private,ING VYSYA BANK,2014,867.12,1.2,68.22,98.44,7941,11.06,2.5977,18.9344,59.3063,11.705,11.009,9.68,7.4102,10.4409,0.7234,13.34,7.75,0.4375,-13276.28
Private,ING VYSYA BANK,2015,813.49,0.82,70.57,350.74,8269,6.65,1.7751,16.2807,61.034,11.6329,11.1003,9.13,7.9962,10.4283,0.4943,13.0,8.0,0.5592,-13741.56
Private,JAMMU & KASHMIR BANK LTD.,2005,96.14,0.47,88.63,37.73,6873,3.77,0.4739,7.2692,47.1573,6.819,10.1033,-99.7,7.9234,10.3661,0.22,13.69,6.0,0.4403,-13773.12
Private,JAMMU & KASHMIR BANK LTD.,2006,110.85,0.67,88.79,82.0,6833,4.25,0.6756,7.5313,54.7587,6.8036,10.183,7.97,8.0607,9.8025,0.3136,13.58,6.5,0.6369,-13494.45
Private,JAMMU & KASHMIR BANK LTD.,2007,160.21,0.96,87.95,71.57,6847,5.8,0.968,9.4962,59.6231,7.0121,10.2628,7.98,7.6608,9.8621,0.4493,14.29,7.0,0.4802,-12763.34
Private,JAMMU & KASHMIR BANK LTD.,2008,245.01,1.09,87.29,30.0,7558,6.37,1.0991,10.7667,57.6463,6.9631,10.3968,13.4,3.0867,10.5385,0.5101,15.7,7.0,0.36,-11557.4
Private,JAMMU & KASHMIR BANK LTD.,2009,261.48,1.09,87.56,55.8,7627,8.35,1.0991,9.466,55.5283,6.9584,10.5372,14.04,7.8619,11.4597,0.5101,15.82,5.0,0.3003,-11662.11
Private,JAMMU & KASHMIR BANK LTD.,2010,416.24,1.2,87.52,150.0,7790,10.88,1.21,14.3742,54.1926,7.0756,10.6584,12.11,8.4976,11.0076,0.5616,15.38,4.25,0.3266,-11349.45
Private,JAMMU & KASHMIR BANK LTD.,2011,364.76,1.22,88.45,130.0,7938,11.99,1.2302,10.9902,51.8602,6.8874,10.8299,17.15,5.2413,11.0845,0.7355,14.93,6.5,0.3084,-12636.09
Private,JAMMU & KASHMIR BANK LTD.,2012,334.12,1.56,88.51,90.0,9258,8.86,1.573,7.6501,54.8828,6.7915,11.0066,17.29,5.4564,10.6839,0.9405,14.18,8.5,0.3652,-12315.57
Private,JAMMU & KASHMIR BANK LTD.,2013,483.73,1.7,89.51,189.34,9400,9.31,1.7141,8.5897,54.6398,6.7807,11.1808,17.43,6.3861,10.2952,1.0249,13.88,7.9,0.2896,-11947.8
Private,JAMMU & KASHMIR BANK LTD.,2014,390.26,1.74,88.19,85.35,9371,11.06,1.7545,6.5236,58.9987,7.2801,11.2724,9.15,7.4102,10.4409,1.049,13.34,7.75,0.3162,-12837.15
Private,JAMMU & KASHMIR BANK LTD.,2015,593.97,0.7,86.6,834.15,9283,6.65,0.7058,9.5095,58.7191,8.0469,11.2376,7.36,7.9962,10.4283,0.422,13.0,8.0,0.3395,-12869.63
Private,JAMMU & KASHMIR BANK LTD.,2016,504.03,0.57,86.45,896.73,10141,4.91,0.5747,8.6881,62.5321,8.0032,11.2931,5.56,8.2563,10.3085,0.2251,12.8,6.75,0.3171,-13990.01
Private,JAMMU & KASHMIR BANK LTD.,2017,492.86,-2.04,88.35,2359.97,10033,4.95,-2.057,9.0132,60.7375,6.921,11.3147,2.16,6.7954,10.7672,-0.8055,12.53,6.25,0.3122,-15029.49
Private,JAMMU & KASHMIR BANK LTD.,2018,495.31,0.25,89.21,1390.18,10072,3.33,0.2521,9.6505,63.4566,6.8696,11.4041,8.94,6.533,10.7885,0.0987,12.2,6.0,0.4154,-16735.65
Private,JAMMU & KASHMIR BANK LTD.,2019,812.63,0.49,88.4,1166.66,10502,3.95,0.4941,13.5224,65.3525,6.5342,11.5269,12.28,4.0416,11.228,0.1935,13.21,6.5,0.3458,-16495.05
Private,JAMMU & KASHMIR BANK LTD.,2020,545.92,-1.1,89.82,2701.71,11740,3.72,-1.1092,8.7143,59.1511,5.8725,11.5979,7.1,-7.9646,12.6008,-0.4343,17.6,5.25,0.4203,-18252.5
Private,KARNATAKA BANK LTD.,2005,221.15,1.27,86.51,55.35,4393,3.77,4.399,25.6035,50.1922,7.8076,9.4356,17.71,7.9234,10.3661,0.5944,13.69,6.0,0.4693,-10110.59
Private,KARNATAKA BANK LTD.,2006,166.8,1.28,88.56,47.05,4346,4.25,4.4336,17.0142,52.1061,7.4307,9.6127,17.71,8.0607,9.8025,0.5991,13.58,6.5,0.4329,-11071.95
Private,KARNATAKA BANK LTD.,2007,174.27,1.15,86.53,45.03,4456,5.8,3.9833,14.608,58.8853,7.6353,9.6942,8.15,7.6608,9.8621,0.5382,14.29,7.0,0.3958,-11301.23
Private,KARNATAKA BANK LTD.,2008,237.44,1.37,87.99,55.2,4677,6.37,4.7454,15.9109,56.0603,7.1335,9.8699,17.58,3.0867,10.5385,0.6412,15.7,7.0,0.3327,-11186.36
Private,KARNATAKA BANK LTD.,2009,321.79,1.25,88.96,47.0,4947,8.35,4.3297,16.7247,51.6675,6.8556,10.037,16.71,7.8619,11.4597,0.585,15.82,5.0,0.3649,-10537.33
Private,KARNATAKA BANK LTD.,2010,378.71,0.67,87.82,81.0,5244,10.88,2.3207,19.2372,53.4228,6.7825,10.2044,16.33,8.4976,11.0076,0.3136,15.38,4.25,0.3613,-10443.78
Private,KARNATAKA BANK LTD.,2011,291.76,0.72,86.25,67.5,5795,11.99,2.4939,13.8036,54.7378,7.6644,10.3638,15.95,5.2413,11.0845,0.4341,14.93,6.5,0.3795,-12771.32
Private,KARNATAKA BANK LTD.,2012,346.27,0.73,87.02,83.75,6087,8.86,2.5285,12.0271,57.0479,7.1534,10.5002,14.67,5.4564,10.6839,0.4401,14.18,8.5,0.3405,-11744.67
Private,KARNATAKA BANK LTD.,2013,397.64,0.89,86.83,172.33,6339,9.31,3.0828,11.3745,60.7028,6.8802,10.6341,13.39,6.3861,10.2952,0.5365,13.88,7.9,0.3465,-11722.84
Private,KARNATAKA BANK LTD.,2014,505.58,0.71,86.29,210.54,7185,11.06,2.4593,13.2357,60.2726,6.4901,10.7585,12.44,7.4102,10.4409,0.428,13.34,7.75,0.3122,-12199.65
Private,KARNATAKA BANK LTD.,2015,507.0,0.91,88.76,223.07,7382,6.65,3.152,11.7826,61.1151,6.538,10.8558,9.73,7.9962,10.4283,0.5486,13.0,8.0,0.3204,-12060.43
Private,KARNATAKA BANK LTD.,2016,542.86,0.76,89.36,267.18,7795,4.91,2.6325,11.9471,60.004,6.532,10.942,8.62,8.2563,10.3085,0.3001,12.8,6.75,0.3632,-12212.47
Private,KARNATAKA BANK LTD.,2017,809.34,0.74,88.59,551.43,7982,4.95,2.5632,17.2546,57.646,8.0304,11.0672,12.52,6.7954,10.7672,0.2922,12.53,6.25,0.3259,-12517.85
Private,KARNATAKA BANK LTD.,2018,954.34,0.49,89.34,1080.42,8185,3.33,1.6972,18.9381,67.1441,7.6877,11.1616,9.43,6.533,10.7885,0.1935,12.2,6.0,0.3351,-11941.8
Private,KARNATAKA BANK LTD.,2019,1001.96,0.64,86.6,763.56,8275,3.95,2.2168,18.3824,69.3626,7.3188,11.2778,11.62,4.0416,11.228,0.2527,13.21,6.5,0.3612,-12077.35
Private,KARNATAKA BANK LTD.,2020,1396.05,0.53,86.16,1108.22,8509,3.72,1.8358,22.8816,68.3734,7.1662,11.3304,5.26,-7.9646,12.6008,0.2093,17.6,5.25,0.3279,-11784.71
Private,KARUR VYSYA BANK,2005,113.15,1.45,84.62,14.9,2811,3.77,2.9315,21.2166,58.5908,9.6498,8.9727,13.32,7.9234,10.3661,0.6786,13.69,6.0,0.359,-12720.07
Private,KARUR VYSYA BANK,2006,120.6,1.65,84.11,14.9,2908,4.25,3.3359,20.2146,61.673,9.6763,9.1059,13.32,8.0607,9.8025,0.7722,13.58,6.5,0.6183,-12308.95
Private,KARUR VYSYA BANK,2007,119.15,1.53,84.31,14.9,3286,5.8,3.0933,15.005,63.5479,9.5962,9.3128,20.7,7.6608,9.8621,0.7161,14.29,7.0,0.7476,-12156.37
